ID	other_names	genome_data	library_prep	geographical_origin	ecological_origin	substrate	ecology_category	monosporic_derivative	ploidyFACS	ploidyBAF	aneuploidy_BAF	aneuploidy_RD	aneuploidy_binary	aneuploidy_type	RD_aneuploidy	Contaminated	Chr_end_bias	High_var	basename	avg_cov	population_old	pop_summary	population_new	heterozygosity	reference	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	ploidyCons	aneuploidy_num	lineage
CCY_21-4-102	CCY_21_4_102	ERP014555	NA	Bratislava_Slovakia	Water	River_water_(Danube)	Water	No	2	2	No	No	No	No	No	No	No	No	CCY_21_4_102	236	8._Mixed_origin_	8._Mixed_origin_	TBD	0.003218709	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mixed Origin
CCY_21-4-119	CCY_21_4_119	ERP014555	NA	Male_Levare_Slovakia	Flower	Blossoms_of_pear_tree_(Pyrus_communis)	Fruit	No	2	Unknown	No	No	No	No	No	No	No	No	CCY_21_4_119	260	1._Wine/European_(subclade_1)	1._Wine/European_	TBD	0.000190345	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
CCY_21-4-120	CCY_21_4_120	ERP014555	NA	Male_Levare_Slovakia	Flower	Blossoms_of_plum_tree_(Prunus_domestica_L._'Stanley')	Fruit	No	2	Unknown	No	No	No	No	No	No	No	No	CCY_21_4_120	293	1._Wine/European_(subclade_1)	1._Wine/European_	TBD	0.00019984	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
CCY_21-4-121	CCY_21_4_121	ERP014555	NA	Male_Zaluzie_Slovakia	Flower	Blossoms_of_apricot_tree_(Prunus_armeniaca_L._Madraska)	Fruit	No	2	Unknown	No	No	No	No	No	No	No	No	CCY_21_4_121	281	1._Wine/European_(subclade_1)	1._Wine/European_	TBD	0.000189614	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
CCY_21-4-97	CCY_21_4_97	ERP014555	NA	Jakubov_Slovakia	Water	Fish_pond_water	Water	No	2	2	+1@8	+1@8	Yes	Gain	Yes	No	No	No	CCY_21_4_97	323	8._Mixed_origin_	8._Mixed_origin_	TBD	0.00336679	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Mixed Origin
CCY_21-4-98	CCY_21_4_98	ERP014555	NA	Jakubov_Slovakia	Water	Sediment_of_fresh_water_lake	Water	No	2	2	+1@8	+1@8	Yes	Gain	Yes	No	No	No	CCY_21_4_98	314	8._Mixed_origin_	8._Mixed_origin_	TBD	0.003028268	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Mixed Origin
CD7-9Sv2	CD7_9Sv2	ERP014555	NA	Italy	Wine	Wine	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	CD7_9Sv2	205	1._Wine/European_	1._Wine/European_	TBD	0.000219381	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
CECT10120	CECT10120	ERP014555	NA	Spain	Fruit	Fruit	Fruit	No	2	2	No	No	No	No	No	No	No	No	CECT10120	201	8._Mixed_origin_	8._Mixed_origin_	TBD	0.002893263	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mixed Origin
CECT10131	CECT10131	ERP014555	NA	Spain	Flower	Flower	Flower	No	2	2	No	No	No	No	No	No	No	No	CECT10131	256	8._Mixed_origin_	8._Mixed_origin_	TBD	0.003253468	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mixed Origin
CECT10171-5B	CECT10171_5B	ERP014555	NA	Spain	Insect	Larvae_of_Dacus_oleae	Insect	No	2	Unknown	No	No	No	No	No	No	No	No	CECT10171_5B	242	2._Alpechin_	2._Alpechin_	TBD	0.000302977	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Alpechin
CECT10331:9-1	CECT10331_9_1	ERP014555	NA	Spain	Flower	Flowers_of_Centaurea_alba	Flower	No	2	Unknown	No	No	No	No	No	No	No	No	CECT10331_9_1	236	8._Mixed_origin_	8._Mixed_origin_	TBD	0.000265524	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mixed Origin
CECT10351-1B	CECT10351_1B	ERP014555	NA	Spain	Fruit	Tomato	Fruit	No	2	Unknown	No	No	No	No	No	No	No	No	CECT10351_1B	290	1._Wine/European_	1._Wine/European_	TBD	0.000186964	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
CECT10497	CECT10497	ERP014555	NA	Spain	Industrial	Alpechin_(waste_from_olive_oil_production)	SSF	No	2	Unknown	No	+1@11;+2@9	Yes	Gain	Yes	No	No	No	CECT10497	257	2._Alpechin_	2._Alpechin_	TBD	0.000273001	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	+2	NA	+1	NA	NA	NA	NA	NA	2	1	Alpechin
CECT10712	CECT10712	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	Unknown	+1@3	+1@3,11	Yes	Gain	Yes	No	No	No	CECT10712	229	25._Sake_	25._Sake_	TBD	0.000375677	Peter_et_al_2018	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	2	1	Sake
CECT1478	CECT1478	ERP014555	NA	Hungary	Wine	Wine	Wine	No	2	2	No	+1@2,6,7,10,13,15,16	Yes	Gain	Yes	No	Yes	No	CECT1478	261	1._Wine/European_	1._Wine/European_	TBD	0.000178313	Peter_et_al_2018	NA	+1	NA	NA	NA	+1	+1	NA	NA	+1	NA	NA	+1	NA	+1	+1	2	1	Wine
CEY615	CEY615	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY615	295	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000938705	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY616	CEY616	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY616	221	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.00127609	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY617	CEY617	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY617	197	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000887083	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY618	CEY618	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY618	204	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.001174367	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY619	CEY619	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY619	235	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.001072536	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY620	CEY620	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY620	239	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000983313	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY621	CEY621	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY621	197	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000900177	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY622	CEY622	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY622	323	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.00117891	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY623	CEY623	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	+1@12	+1@12	Yes	Gain	Yes	No	Yes	No	CEY623	226	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000926947	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	2	1	French Guiana Human
CEY624	CEY624	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	0.01	Yes	No	CEY624	227	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.001185281	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY625	CEY625	ERP014555	NA	French_Guiana	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	Yes	No	CEY625	253	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.001148045	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY646	CEY646	ERP014555	NA	French_Guiana	Nature	Chicken	NA	No	2	2	No	No	No	No	No	No	Yes	No	CEY646	305	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000800207	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY647	CEY647	ERP014555	NA	French_Guiana	Nature	Molossus_molossus_(bat)	NA	No	2	Unknown	No	No	No	No	No	No	Yes	No	CEY647	250	NA	NA	TBD	0.000422394	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY649	CEY649	ERP014555	NA	French_Guiana	Nature	Agouti_paca_(RO)	NA	No	2	2	No	No	No	No	No	No	Yes	No	CEY649	314	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000972287	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY650	CEY650	ERP014555	NA	French_Guiana	Nature	Agouti_paca_(RO)	NA	No	2	2	No	No	No	No	No	No	Yes	No	CEY650	314	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.001086081	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY651	CEY651	ERP014555	NA	French_Guiana	Fruit	Fruits	Fruit	No	2	2	No	No	No	No	No	No	Yes	No	CEY651	301	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.001212646	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY652	CEY652	ERP014555	NA	French_Guiana	Fruit	Fruits	Fruit	No	2	2	No	No	No	No	No	No	No	No	CEY652	345	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000829775	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
CEY653	CEY653	ERP014555	NA	French_Guiana	Fruit	Fruits	Fruit	No	2	2	No	No	No	No	No	0.01	Yes	No	CEY653	194	10._French_Guiana_human_	10._French_Guiana_human_	TBD	0.000726621	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Guiana Human
malade Hc6553	CLI_1	ERP014555	NA	Paris_France_H6	Human_clinical	Blood_(therapy_isolate)	Clinical	No	2	2	+2@9	+2@9	Yes	Gain	Yes	0.03	No	No	CLI_1	163	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000334678	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	+2	NA	NA	NA	NA	NA	NA	NA	2	1	Wine
malade 98 1655/125391	CLI_10	ERP014555	NA	Paris_France_H3	Human_clinical	Blood_(therapy_isolate)	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_10	165	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.00033449	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade 139287/11_2_1	CLI_11	ERP014555	NA	Paris_France_H2	Human_clinical	Blood_(therapy_isolate)	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_11	163	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000335424	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade 97 138633/11-2-5	CLI_12	ERP014555	NA	Paris_France_H2	Human_clinical	Feces_(therapy_isolate)	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_12	184	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000346083	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade 141076/11210	CLI_13	ERP014555	NA	Paris_France_H2	Human_clinical	Feces_(therapy_isolate)	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_13	207	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000333392	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade 150865/1122	CLI_14	ERP014555	NA	Paris_France_H2	Human_clinical	Feces_(therapy_isolate)	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_14	166	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000320525	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
perentol	CLI_15	ERP014555	NA	Brussels_Belgium	Human_clinical	S._boulardii_isolates_(from_Perenterol_capsule)	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_15	204	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000334295	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade 98 3161	CLI_17	ERP014555	NA	Amiens_France	Human_clinical	Feces_therapy	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_17	223	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000345284	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade 98 2574	CLI_18	ERP014555	NA	Amiens_France	Human_clinical	Feces_therapy	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_18	197	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000335163	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade 98 2601	CLI_19	ERP014555	NA	Amiens_France	Human_clinical	Feces_clinical	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_19	200	M3._Mosaic_region_3	Mosaics	TBD	0.004661976	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mosaic
malade Pac6436	CLI_2	ERP014555	NA	Paris_France_H6	Human_clinical	Blood_(therapy_isolate)	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_2	173	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000326518	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade Broussais	CLI_20	ERP014555	NA	Paris_France	Human_clinical	Unknown	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_20	218	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000323417	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade M2402A Necker	CLI_21	ERP014555	NA	France	Human_clinical	Feces_(therapy_isolate)	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_21	193	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000321851	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade Fauot	CLI_24	ERP014555	NA	France	Human_clinical	Unknown	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_24	217	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000337551	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade Boisse	CLI_25	ERP014555	NA	France	Human_clinical	Unknown	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_25	230	5._French_dairy_	5._French_dairy_	TBD	0.002323667	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	French Dairy
malade 6441	CLI_5	ERP014555	NA	Paris_France_H6	Human_clinical	Blood_(therapy_isolate)	Clinical	No	2	2	No	No	No	No	No	0.01	No	No	CLI_5	177	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000332347	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade Elbaz 6766	CLI_6	ERP014555	NA	Paris_France_H6	Human_clinical	Therapy_isolates_(Blood)	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_6	198	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.00033589	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade 459 Labaume	CLI_7	ERP014555	NA	Paris_France_H1	Human_clinical	Blood_(therapy_isolate)	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_7	184	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000314058	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade 1124/150017	CLI_8	ERP014555	NA	Paris_France_H2	Human_clinical	Feces_(therapy_isolate)	Clinical	No	2	2	No	No	No	No	No	No	No	No	CLI_8	241	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000347649	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
malade 3285/11-2-4	CLI_9	ERP014555	NA	Paris_France_H3	Human_clinical	Bronchoalveolar_lavage_(therapy_isolate)	Clinical	No	2	2	No	No	No	No	No	0.01	No	No	CLI_9	183	M3._Mosaic_region_3	Mosaics	TBD	0.002616462	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mosaic
CLIB1040	CLIB1040	ERP014555	NA	Brittany_France	Cider	Cider_brewery_raw_apple_juice	Fruit	No	2	2	No	No	No	No	No	No	No	No	CLIB1040	181	1._Wine/European_	1._Wine/European_	TBD	0.000367705	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
CLIB1059	CLIB1059	ERP014555	NA	Brittany_France	Cider	Cider_brewery_half_fermenting_apple_juice	Fermentation	No	2	2	No	No	No	No	No	No	Yes	No	CLIB1059	178	M1._Mosaic_region_1	Mosaics	TBD	0.001783091	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
CLIB1060	CLIB1060	ERP014555	NA	Brittany_France	Cider	Cider_brewery_half_fermenting_apple_juice	Fermentation	No	2	2	+1@14	+1@14	Yes	Gain	Yes	No	Yes	No	CLIB1060	200	M1._Mosaic_region_1	Mosaics	TBD	0.001467605	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	2	1	Wine
CLIB1062	CLIB1062	ERP014555	NA	Brittany_France	Cider	Cider_brewery_half_fermenting_apple_juice	Fermentation	No	2	2	No	No	No	No	No	No	Yes	No	CLIB1062	288	1._Wine/European_	1._Wine/European_	TBD	0.000162888	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
CLIB1070	CLIB1070	ERP014555	NA	Lower_Normandy_France	Cider	Cider_brewery_dry_cider	Fermentation	No	2	2	No	No	No	No	No	No	Yes	No	CLIB1070	276	M2._Mosaic_region_2	Mosaics	TBD	0.002312427	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mosaic
CLIB1071	CLIB1071	ERP014555	NA	Lower_Normandy_France	Cider	Cider_brewery_dry_cider	Fermentation	No	2	Unknown	No	No	No	No	No	No	Yes	No	CLIB1071	258	M2._Mosaic_region_2	Mosaics	TBD	0.000318255	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mosaic
CLIB1072	CLIB1072	ERP014555	NA	Lower_Normandy_France	Cider	Cider_brewery_dry_cider	Fermentation	No	2	Unknown	No	No	No	No	No	No	Yes	No	CLIB1072	248	M2._Mosaic_region_2	Mosaics	TBD	0.000372184	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mosaic
CLIB1077	CLIB1077	ERP014555	NA	Upper_Normandy_France	Cider	Cider_brewery_dry_cider	Fermentation	No	2	2	No	No	No	No	No	No	Yes	No	CLIB1077	249	M1._Mosaic_region_1	Mosaics	TBD	0.002076942	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mosaic
CLIB1082	CLIB1082	ERP014555	NA	Upper_Normandy_France	Cider	Cider_brewery_dry_cider	Fermentation	No	2	2	No	No	No	No	No	No	No	No	CLIB1082	246	M1._Mosaic_region_1	Mosaics	TBD	0.002164604	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mosaic
CLIB1083	CLIB1083	ERP014555	NA	Upper_Normandy_France	Cider	Cider_brewery_dry_cider	Fermentation	No	2	Unknown	No	No	No	No	No	No	Yes	No	CLIB1083	262	M1._Mosaic_region_1	Mosaics	TBD	0.000236008	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
CLIB1085	CLIB1085	ERP014555	NA	Upper_Normandy_France	Cider	Cider_brewery_dry_cider	Fermentation	No	2	2	No	No	No	No	No	No	Yes	No	CLIB1085	251	M1._Mosaic_region_1	Mosaics	TBD	0.000495462	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
CLIB1410	CLIB1410	ERP014555	NA	Laos	Fermentation	Rice_wine_Oenology	Fermentation	No	2	Unknown	No	No	No	No	No	No	Yes	No	CLIB1410	227	1._Wine/European_	1._Wine/European_	TBD	0.000167385	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
CLIB1411	CLIB1411	ERP014555	NA	Laos	Fermentation	Rice_wine_Oenology	Fermentation	No	2	2	No	No	No	No	No	No	Yes	No	CLIB1411	231	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.00100703	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
CLIB1412	CLIB1412	ERP014555	NA	Laos	Fermentation	Rice_wine_Oenology	Fermentation	No	2	2	No	No	No	No	No	No	Yes	No	CLIB1412	248	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.000948839	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
CLIB1413	CLIB1413	ERP014555	NA	Laos	Fermentation	Rice_wine_Oenology	Fermentation	No	2	2	No	No	No	No	No	No	Yes	No	CLIB1413	252	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.000950605	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
CLIB1414	CLIB1414	ERP014555	NA	Laos	Fermentation	Rice_wine_Oenology	Fermentation	No	2	2	No	No	No	No	No	No	Yes	No	CLIB1414	187	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.001056914	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
CLIB318_1	CLIB318_1	ERP014555	NA	Netherlands	Bakery	Bakery	Bread	No	2	2	+1@1,6,9,11	+1@1,6,9,11	Yes	Gain	Yes	No	No	No	CLIB318_1	215	8._Mixed_origin_	8._Mixed_origin_	TBD	0.004080013	Peter_et_al_2018	+1	NA	NA	NA	NA	+1	NA	NA	+1	NA	+1	NA	NA	NA	NA	NA	2	1	Mixed Origin
CLIB324_2	CLIB324_2	ERP014555	NA	Vietnam	Bakery	Bakery	Bread	No	2	2	No	No	No	No	No	No	No	No	CLIB324_2	307	8._Mixed_origin_	8._Mixed_origin_	TBD	0.003656922	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mixed Origin
CLIB326_1	CLIB326_1	ERP014555	NA	Australia	Bakery	Bakery	Bread	No	2	2	No	No	No	No	No	No	No	No	CLIB326_1	207	8._Mixed_origin_	8._Mixed_origin_	TBD	0.003268845	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mixed Origin
CLIB340	CLIB340	ERP014555	NA	Anatolia_Turkey	Bakery	Bakery_levain	Bread	No	2	2	+1@2,9	+1@2,9	Yes	Gain	Yes	No	No	No	CLIB340	240	8._Mixed_origin_	8._Mixed_origin_	TBD	0.002874278	Peter_et_al_2018	NA	+1	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	2	1	Mixed Origin
